division,date,year,zhvi,hpi,unemployment_rate,total_households,construction_permits,rental_vacancy_rate
East North Central,2006-01-01,2006,123068.56598607844,191.23000000000002,4.7,17758209.0,178813.0,9.805547731554771
East North Central,2006-02-01,2006,122709.9447695542,191.45,4.8,17758209.0,178813.0,9.805547731554771
East North Central,2006-03-01,2006,122841.17659976726,192.075,4.7,17758209.0,178813.0,9.805547731554771
East North Central,2006-04-01,2006,122961.56256583858,193.61,4.7,17758209.0,178813.0,9.805547731554771
East North Central,2006-05-01,2006,123057.76653872013,194.025,4.6,17758209.0,178813.0,9.805547731554771
East North Central,2006-06-01,2006,123100.2586906337,193.66,4.6,17758209.0,178813.0,9.805547731554771
East North Central,2006-07-01,2006,123028.27360163744,193.755,4.7,17758209.0,178813.0,9.805547731554771
East North Central,2006-08-01,2006,123269.7125552546,193.225,4.7,17758209.0,178813.0,9.805547731554771
East North Central,2006-09-01,2006,123265.02022566598,192.84,4.5,17758209.0,178813.0,9.805547731554771
East North Central,2006-10-01,2006,123303.50838347735,192.0,4.4,17758209.0,178813.0,9.805547731554771
East North Central,2006-11-01,2006,123325.74631956164,190.82,4.5,17758209.0,178813.0,9.805547731554771
East North Central,2006-12-01,2006,123326.86587873836,191.015,4.4,17758209.0,178813.0,9.805547731554771
East North Central,2007-01-01,2007,123306.10080631531,191.44,4.6,17818456.0,133560.0,8.887506515026507
East North Central,2007-02-01,2007,123317.4047931785,190.925,4.5,17818456.0,133560.0,8.887506515026507
East North Central,2007-03-01,2007,123300.56386995949,191.45,4.4,17818456.0,133560.0,8.887506515026507
East North Central,2007-04-01,2007,123290.93941796508,191.34,4.5,17818456.0,133560.0,8.887506515026507
East North Central,2007-05-01,2007,123118.61605103502,191.47500000000002,4.4,17818456.0,133560.0,8.887506515026507
East North Central,2007-06-01,2007,123010.48783330372,191.415,4.6,17818456.0,133560.0,8.887506515026507
East North Central,2007-07-01,2007,122765.21650455968,189.97,4.7,17818456.0,133560.0,8.887506515026507
East North Central,2007-08-01,2007,122426.22769171248,189.35,4.6,17818456.0,133560.0,8.887506515026507
East North Central,2007-09-01,2007,122199.966720268,187.38,4.7,17818456.0,133560.0,8.887506515026507
East North Central,2007-10-01,2007,122031.15279334712,185.66500000000002,4.7,17818456.0,133560.0,8.887506515026507
East North Central,2007-11-01,2007,121903.2556730936,184.315,4.7,17818456.0,133560.0,8.887506515026507
East North Central,2007-12-01,2007,121691.49139031366,182.52999999999997,5.0,17818456.0,133560.0,8.887506515026507
East North Central,2008-01-01,2008,121481.7504931681,180.8,5.0,17816124.0,83245.0,8.442905863517872
East North Central,2008-02-01,2008,120731.28774394625,180.765,4.9,17816124.0,83245.0,8.442905863517872
East North Central,2008-03-01,2008,121001.18690075616,180.10000000000002,5.1,17816124.0,83245.0,8.442905863517872
East North Central,2008-04-01,2008,120947.84990907335,179.015,5.0,17816124.0,83245.0,8.442905863517872
East North Central,2008-05-01,2008,120470.11210438448,178.66,5.4,17816124.0,83245.0,8.442905863517872
East North Central,2008-06-01,2008,119045.676295578,178.45999999999998,5.6,17816124.0,83245.0,8.442905863517872
East North Central,2008-07-01,2008,118547.34171818176,177.065,5.8,17816124.0,83245.0,8.442905863517872
East North Central,2008-08-01,2008,118692.45318003162,176.10500000000002,6.1,17816124.0,83245.0,8.442905863517872
East North Central,2008-09-01,2008,118483.23838772466,172.76,6.1,17816124.0,83245.0,8.442905863517872
East North Central,2008-10-01,2008,117798.11161803632,172.01,6.5,17816124.0,83245.0,8.442905863517872
East North Central,2008-11-01,2008,117516.87035547072,168.62,6.8,17816124.0,83245.0,8.442905863517872
East North Central,2008-12-01,2008,116953.6239462126,168.005,7.3,17816124.0,83245.0,8.442905863517872
East North Central,2009-01-01,2009,116856.6237652527,170.72,7.8,17853414.0,54421.0,8.648746961872133
East North Central,2009-02-01,2009,115266.23491843154,169.84,8.3,17853414.0,54421.0,8.648746961872133
East North Central,2009-03-01,2009,114080.65413413996,168.645,8.7,17853414.0,54421.0,8.648746961872133
East North Central,2009-04-01,2009,113479.79624043732,168.005,9.0,17853414.0,54421.0,8.648746961872133
East North Central,2009-05-01,2009,113029.103329663,170.57999999999998,9.4,17853414.0,54421.0,8.648746961872133
East North Central,2009-06-01,2009,112578.3049860041,169.5,9.5,17853414.0,54421.0,8.648746961872133
East North Central,2009-07-01,2009,112100.1761014775,168.315,9.5,17853414.0,54421.0,8.648746961872133
East North Central,2009-08-01,2009,111583.3923696839,167.93,9.6,17853414.0,54421.0,8.648746961872133
East North Central,2009-09-01,2009,111097.29188857884,167.75,9.8,17853414.0,54421.0,8.648746961872133
East North Central,2009-10-01,2009,110637.87771966172,166.54000000000002,10.0,17853414.0,54421.0,8.648746961872133
East North Central,2009-11-01,2009,110258.82918084628,167.475,9.9,17853414.0,54421.0,8.648746961872133
East North Central,2009-12-01,2009,110119.5738079129,164.43,9.9,17853414.0,54421.0,8.648746961872133
East North Central,2010-01-01,2010,109664.83576559636,163.485,9.8,17834981.0,59050.0,8.50797625701271
East North Central,2010-02-01,2010,109446.8534388063,162.875,9.8,17834981.0,59050.0,8.50797625701271
East North Central,2010-03-01,2010,109045.63997058732,163.46499999999997,9.9,17834981.0,59050.0,8.50797625701271
East North Central,2010-04-01,2010,109178.30343439356,164.265,9.9,17834981.0,59050.0,8.50797625701271
East North Central,2010-05-01,2010,108741.8000139584,165.95999999999998,9.6,17834981.0,59050.0,8.50797625701271
East North Central,2010-06-01,2010,108770.93308863053,164.405,9.4,17834981.0,59050.0,8.50797625701271
East North Central,2010-07-01,2010,108722.95308704129,163.45,9.4,17834981.0,59050.0,8.50797625701271
East North Central,2010-08-01,2010,108551.02797785142,163.745,9.5,17834981.0,59050.0,8.50797625701271
East North Central,2010-09-01,2010,108093.83396615484,161.45499999999998,9.5,17834981.0,59050.0,8.50797625701271
East North Central,2010-10-01,2010,107726.74316543005,163.16,9.4,17834981.0,59050.0,8.50797625701271
East North Central,2010-11-01,2010,107293.23411653182,161.96499999999997,9.8,17834981.0,59050.0,8.50797625701271
East North Central,2010-12-01,2010,106806.22716220512,158.535,9.3,17834981.0,59050.0,8.50797625701271
East North Central,2011-01-01,2011,106313.32992094076,157.505,9.1,17790659.0,57469.0,7.433306121976583
East North Central,2011-02-01,2011,105827.55036905776,156.10500000000002,9.0,17790659.0,57469.0,7.433306121976583
East North Central,2011-03-01,2011,105388.94670250446,153.295,9.0,17790659.0,57469.0,7.433306121976583
East North Central,2011-04-01,2011,104795.88221128838,154.88,9.1,17790659.0,57469.0,7.433306121976583
East North Central,2011-05-01,2011,104466.2657052356,156.82,9.0,17790659.0,57469.0,7.433306121976583
East North Central,2011-06-01,2011,104233.58720354056,158.20499999999998,9.1,17790659.0,57469.0,7.433306121976583
East North Central,2011-07-01,2011,104129.27293672024,159.595,9.0,17790659.0,57469.0,7.433306121976583
East North Central,2011-08-01,2011,104009.8920039278,157.46499999999997,9.0,17790659.0,57469.0,7.433306121976583
East North Central,2011-09-01,2011,103863.67667214738,157.69,9.0,17790659.0,57469.0,7.433306121976583
East North Central,2011-10-01,2011,103683.8686471224,156.02499999999998,8.8,17790659.0,57469.0,7.433306121976583
East North Central,2011-11-01,2011,103455.40470408584,157.79500000000002,8.6,17790659.0,57469.0,7.433306121976583
East North Central,2011-12-01,2011,103250.8166753349,156.01999999999998,8.5,17790659.0,57469.0,7.433306121976583
East North Central,2012-01-01,2012,102661.21683892322,154.39499999999998,8.3,17912373.0,68216.0,6.802019197227627
East North Central,2012-02-01,2012,102844.80977351952,154.595,8.3,17912373.0,68216.0,6.802019197227627
East North Central,2012-03-01,2012,103003.82512518569,156.03,8.2,17912373.0,68216.0,6.802019197227627
East North Central,2012-04-01,2012,103108.72281984217,158.03,8.2,17912373.0,68216.0,6.802019197227627
East North Central,2012-05-01,2012,103414.29131889944,160.39999999999998,8.2,17912373.0,68216.0,6.802019197227627
East North Central,2012-06-01,2012,103725.90635006892,161.165,8.2,17912373.0,68216.0,6.802019197227627
East North Central,2012-07-01,2012,104071.91269900484,161.18,8.2,17912373.0,68216.0,6.802019197227627
East North Central,2012-08-01,2012,104376.93032987778,161.785,8.1,17912373.0,68216.0,6.802019197227627
East North Central,2012-09-01,2012,104887.13009839534,161.5,7.8,17912373.0,68216.0,6.802019197227627
East North Central,2012-10-01,2012,105244.27855686976,161.365,7.8,17912373.0,68216.0,6.802019197227627
East North Central,2012-11-01,2012,105382.72116516922,160.62,7.7,17912373.0,68216.0,6.802019197227627
East North Central,2012-12-01,2012,105481.56199204062,159.935,7.9,17912373.0,68216.0,6.802019197227627
East North Central,2013-01-01,2013,105550.79982761553,160.67000000000002,8.0,17968451.0,83024.0,6.111531522382011
East North Central,2013-02-01,2013,105706.51250441327,161.41,7.7,17968451.0,83024.0,6.111531522382011
East North Central,2013-03-01,2013,106018.90608930896,163.555,7.5,17968451.0,83024.0,6.111531522382011
East North Central,2013-04-01,2013,106378.55438667355,165.655,7.6,17968451.0,83024.0,6.111531522382011
East North Central,2013-05-01,2013,106875.00791703496,167.445,7.5,17968451.0,83024.0,6.111531522382011
East North Central,2013-06-01,2013,107324.65397183086,169.11,7.5,17968451.0,83024.0,6.111531522382011
East North Central,2013-07-01,2013,107660.96023269692,170.305,7.3,17968451.0,83024.0,6.111531522382011
East North Central,2013-08-01,2013,108278.42950139588,170.135,7.2,17968451.0,83024.0,6.111531522382011
East North Central,2013-09-01,2013,108839.21534450444,169.985,7.2,17968451.0,83024.0,6.111531522382011
East North Central,2013-10-01,2013,109391.18355231486,169.305,7.2,17968451.0,83024.0,6.111531522382011
East North Central,2013-11-01,2013,109545.27813518888,168.95499999999998,6.9,17968451.0,83024.0,6.111531522382011
East North Central,2013-12-01,2013,109615.04995420766,169.42000000000002,6.7,17968451.0,83024.0,6.111531522382011
East North Central,2014-01-01,2014,109558.3806501531,168.99,6.6,18010591.0,88957.0,6.292019625992473
East North Central,2014-02-01,2014,109785.12917814542,169.26,6.7,18010591.0,88957.0,6.292019625992473
East North Central,2014-03-01,2014,109972.20428885496,170.76,6.7,18010591.0,88957.0,6.292019625992473
East North Central,2014-04-01,2014,110317.5471722857,172.845,6.2,18010591.0,88957.0,6.292019625992473
East North Central,2014-05-01,2014,110770.98797701922,173.645,6.3,18010591.0,88957.0,6.292019625992473
East North Central,2014-06-01,2014,111377.98130930583,175.10500000000002,6.1,18010591.0,88957.0,6.292019625992473
East North Central,2014-07-01,2014,112036.28256105808,176.24,6.2,18010591.0,88957.0,6.292019625992473
East North Central,2014-08-01,2014,112571.84449051824,176.6,6.1,18010591.0,88957.0,6.292019625992473
East North Central,2014-09-01,2014,112879.38160378284,176.125,5.9,18010591.0,88957.0,6.292019625992473
East North Central,2014-10-01,2014,112821.00783470109,176.445,5.7,18010591.0,88957.0,6.292019625992473
East North Central,2014-11-01,2014,112762.0934065586,175.505,5.8,18010591.0,88957.0,6.292019625992473
East North Central,2014-12-01,2014,112850.18989465966,176.16500000000002,5.6,18010591.0,88957.0,6.292019625992473
East North Central,2015-01-01,2015,113056.52829949536,174.69,5.7,18094391.0,93120.0,5.868717034828957
East North Central,2015-02-01,2015,113194.15851182396,176.62,5.5,18094391.0,93120.0,5.868717034828957
East North Central,2015-03-01,2015,113431.37626867484,177.79500000000002,5.4,18094391.0,93120.0,5.868717034828957
East North Central,2015-04-01,2015,113864.05368427528,179.485,5.4,18094391.0,93120.0,5.868717034828957
East North Central,2015-05-01,2015,114503.1996138295,181.69,5.6,18094391.0,93120.0,5.868717034828957
East North Central,2015-06-01,2015,115094.56140802498,183.57999999999998,5.3,18094391.0,93120.0,5.868717034828957
East North Central,2015-07-01,2015,115628.43548464704,182.875,5.2,18094391.0,93120.0,5.868717034828957
East North Central,2015-08-01,2015,116169.56874797678,182.03500000000003,5.1,18094391.0,93120.0,5.868717034828957
East North Central,2015-09-01,2015,116686.51921973989,183.06,5.0,18094391.0,93120.0,5.868717034828957
East North Central,2015-10-01,2015,117229.64352369432,183.14999999999998,5.0,18094391.0,93120.0,5.868717034828957
East North Central,2015-11-01,2015,117576.1093741214,183.535,5.1,18094391.0,93120.0,5.868717034828957
East North Central,2015-12-01,2015,117969.48587865871,183.315,5.0,18094391.0,93120.0,5.868717034828957
East North Central,2016-01-01,2016,118408.32401532072,183.19,4.8,18191136.0,103814.0,5.6995215061244675
East North Central,2016-02-01,2016,118721.77370694472,182.565,4.9,18191136.0,103814.0,5.6995215061244675
East North Central,2016-03-01,2016,118946.9479503418,185.755,5.0,18191136.0,103814.0,5.6995215061244675
East North Central,2016-04-01,2016,119143.01955104494,187.20999999999998,5.1,18191136.0,103814.0,5.6995215061244675
East North Central,2016-05-01,2016,119370.96565137152,189.265,4.8,18191136.0,103814.0,5.6995215061244675
East North Central,2016-06-01,2016,119818.46499947486,191.2,4.9,18191136.0,103814.0,5.6995215061244675
East North Central,2016-07-01,2016,120019.26284857886,191.72500000000002,4.8,18191136.0,103814.0,5.6995215061244675
East North Central,2016-08-01,2016,120202.09144250466,192.75,4.9,18191136.0,103814.0,5.6995215061244675
East North Central,2016-09-01,2016,120368.32726085185,192.75,5.0,18191136.0,103814.0,5.6995215061244675
East North Central,2016-10-01,2016,120790.15926460527,193.055,4.9,18191136.0,103814.0,5.6995215061244675
East North Central,2016-11-01,2016,121251.91422563107,192.9,4.7,18191136.0,103814.0,5.6995215061244675
East North Central,2016-12-01,2016,121779.86125934705,193.27,4.7,18191136.0,103814.0,5.6995215061244675
East North Central,2017-01-01,2017,122241.58051746736,192.58999999999997,4.7,18313473.0,113741.0,5.963426209994524
East North Central,2017-02-01,2017,122602.12659773904,194.35500000000002,4.6,18313473.0,113741.0,5.963426209994524
East North Central,2017-03-01,2017,122926.189113932,197.075,4.4,18313473.0,113741.0,5.963426209994524
East North Central,2017-04-01,2017,123312.48892018944,198.365,4.4,18313473.0,113741.0,5.963426209994524
East North Central,2017-05-01,2017,123775.89785283194,200.35500000000002,4.4,18313473.0,113741.0,5.963426209994524
East North Central,2017-06-01,2017,124245.67428424172,201.005,4.3,18313473.0,113741.0,5.963426209994524
East North Central,2017-07-01,2017,124745.04766142288,202.44,4.3,18313473.0,113741.0,5.963426209994524
East North Central,2017-08-01,2017,125241.41024188396,203.155,4.4,18313473.0,113741.0,5.963426209994524
East North Central,2017-09-01,2017,125806.43188213526,202.91500000000002,4.3,18313473.0,113741.0,5.963426209994524
East North Central,2017-10-01,2017,126390.2538789416,203.32,4.2,18313473.0,113741.0,5.963426209994524
East North Central,2017-11-01,2017,127091.10009613838,203.685,4.2,18313473.0,113741.0,5.963426209994524
East North Central,2017-12-01,2017,127736.15439807912,204.575,4.1,18313473.0,113741.0,5.963426209994524
East North Central,2018-01-01,2018,128335.92246822844,205.54500000000002,4.0,18478906.0,105904.0,5.691792029819083
East North Central,2018-02-01,2018,128817.06102883857,207.28500000000003,4.1,18478906.0,105904.0,5.691792029819083
East North Central,2018-03-01,2018,129573.16698045457,208.47,4.0,18478906.0,105904.0,5.691792029819083
East North Central,2018-04-01,2018,130506.87338778043,210.535,4.0,18478906.0,105904.0,5.691792029819083
East North Central,2018-05-01,2018,131278.84824117512,211.83499999999998,3.8,18478906.0,105904.0,5.691792029819083
East North Central,2018-06-01,2018,131720.78492938518,214.04500000000002,4.0,18478906.0,105904.0,5.691792029819083
East North Central,2018-07-01,2018,132228.92458471085,214.27,3.8,18478906.0,105904.0,5.691792029819083
East North Central,2018-08-01,2018,132727.15654735445,214.85500000000002,3.8,18478906.0,105904.0,5.691792029819083
East North Central,2018-09-01,2018,133285.47728328122,215.26,3.7,18478906.0,105904.0,5.691792029819083
East North Central,2018-10-01,2018,133499.2241074635,215.585,3.8,18478906.0,105904.0,5.691792029819083
East North Central,2018-11-01,2018,134131.20425867796,214.905,3.8,18478906.0,105904.0,5.691792029819083
East North Central,2018-12-01,2018,134408.43131474193,214.81,3.9,18478906.0,105904.0,5.691792029819083
East North Central,2019-01-01,2019,135162.25760567762,215.32,4.0,18550614.0,103960.0,5.490846415178888
East North Central,2019-02-01,2019,136109.48604728622,217.955,3.8,18550614.0,103960.0,5.490846415178888
East North Central,2019-03-01,2019,137211.13852819175,219.085,3.8,18550614.0,103960.0,5.490846415178888
East North Central,2019-04-01,2019,138188.37520582668,221.26,3.7,18550614.0,103960.0,5.490846415178888
East North Central,2019-05-01,2019,138886.61351794802,223.185,3.6,18550614.0,103960.0,5.490846415178888
East North Central,2019-06-01,2019,139401.52720627078,224.66500000000002,3.6,18550614.0,103960.0,5.490846415178888
East North Central,2019-07-01,2019,139865.90992171943,225.37,3.7,18550614.0,103960.0,5.490846415178888
East North Central,2019-08-01,2019,140287.61374712078,225.79,3.6,18550614.0,103960.0,5.490846415178888
East North Central,2019-09-01,2019,140602.45164534904,225.96499999999997,3.5,18550614.0,103960.0,5.490846415178888
East North Central,2019-10-01,2019,141115.46671999127,226.515,3.6,18550614.0,103960.0,5.490846415178888
East North Central,2019-11-01,2019,141861.77298228018,227.985,3.6,18550614.0,103960.0,5.490846415178888
East North Central,2019-12-01,2019,142721.4519417553,227.49,3.6,18550614.0,103960.0,5.490846415178888
East North Central,2021-01-01,2021,158580.92497824875,256.03,6.4,19007025.0,127112.0,4.794051690469794
East North Central,2021-02-01,2021,160366.88594895267,258.775,6.2,19007025.0,127112.0,4.794051690469794
East North Central,2021-03-01,2021,162269.41848381874,262.91499999999996,6.1,19007025.0,127112.0,4.794051690469794
East North Central,2021-04-01,2021,164269.09426410138,267.44,6.1,19007025.0,127112.0,4.794051690469794
East North Central,2021-05-01,2021,166470.93678324317,271.875,5.8,19007025.0,127112.0,4.794051690469794
East North Central,2021-06-01,2021,168924.0982712019,277.53499999999997,5.9,19007025.0,127112.0,4.794051690469794
East North Central,2021-07-01,2021,170961.73360303015,279.58000000000004,5.4,19007025.0,127112.0,4.794051690469794
East North Central,2021-08-01,2021,172002.41812504135,280.685,5.1,19007025.0,127112.0,4.794051690469794
East North Central,2021-09-01,2021,172107.06562556146,282.425,4.7,19007025.0,127112.0,4.794051690469794
East North Central,2021-10-01,2021,172300.73183891413,284.395,4.5,19007025.0,127112.0,4.794051690469794
East North Central,2021-11-01,2021,173038.832517947,286.995,4.1,19007025.0,127112.0,4.794051690469794
East North Central,2021-12-01,2021,174103.83352516382,288.835,3.9,19007025.0,127112.0,4.794051690469794
East North Central,2022-01-01,2022,175987.12038608833,292.3,4.0,19241970.0,122489.0,4.486825716533936
East North Central,2022-02-01,2022,178419.69566046915,297.02,3.9,19241970.0,122489.0,4.486825716533936
East North Central,2022-03-01,2022,181249.37533860572,301.54999999999995,3.7,19241970.0,122489.0,4.486825716533936
East North Central,2022-04-01,2022,183918.6281393852,306.165,3.7,19241970.0,122489.0,4.486825716533936
East North Central,2022-05-01,2022,185983.8078700443,310.54999999999995,3.6,19241970.0,122489.0,4.486825716533936
East North Central,2022-06-01,2022,187835.08287199977,311.19,3.6,19241970.0,122489.0,4.486825716533936
East North Central,2022-07-01,2022,188600.3406911089,310.33000000000004,3.5,19241970.0,122489.0,4.486825716533936
East North Central,2022-08-01,2022,188587.07951507065,308.41499999999996,3.6,19241970.0,122489.0,4.486825716533936
East North Central,2022-09-01,2022,187914.38093114248,309.8,3.5,19241970.0,122489.0,4.486825716533936
East North Central,2022-10-01,2022,187564.70716557375,308.92999999999995,3.6,19241970.0,122489.0,4.486825716533936
East North Central,2022-11-01,2022,187450.2527456755,308.53499999999997,3.6,19241970.0,122489.0,4.486825716533936
East North Central,2022-12-01,2022,187488.40724591716,308.96500000000003,3.5,19241970.0,122489.0,4.486825716533936
East North Central,2023-01-01,2023,187498.58613727437,309.54499999999996,3.5,19346826.0,113322.0,4.8793346957082555
East North Central,2023-02-01,2023,187674.9253693624,312.075,3.6,19346826.0,113322.0,4.8793346957082555
East North Central,2023-03-01,2023,188340.2429916975,317.24,3.5,19346826.0,113322.0,4.8793346957082555
East North Central,2023-04-01,2023,189622.97699684888,321.96500000000003,3.4,19346826.0,113322.0,4.8793346957082555
East North Central,2023-05-01,2023,191381.87616562488,327.32500000000005,3.6,19346826.0,113322.0,4.8793346957082555
East North Central,2023-06-01,2023,193074.2329984409,328.19500000000005,3.6,19346826.0,113322.0,4.8793346957082555
East North Central,2023-07-01,2023,194338.40265676225,330.515,3.5,19346826.0,113322.0,4.8793346957082555
East North Central,2023-08-01,2023,195365.73861615977,332.875,3.7,19346826.0,113322.0,4.8793346957082555
East North Central,2023-09-01,2023,196144.98968348405,334.09000000000003,3.7,19346826.0,113322.0,4.8793346957082555
East North Central,2023-10-01,2023,196652.14149729552,335.435,3.9,19346826.0,113322.0,4.8793346957082555
East North Central,2023-11-01,2023,196977.89205481453,336.01,3.7,19346826.0,113322.0,4.8793346957082555
East North Central,2023-12-01,2023,197113.48095239024,335.21,3.8,19346826.0,113322.0,4.8793346957082555
East North Central,2024-01-01,2024,197344.49394250935,335.22,3.7,19476886.0,123946.0,4.833424958384599
East North Central,2024-02-01,2024,198091.65470636965,340.17999999999995,3.9,19476886.0,123946.0,4.833424958384599
East North Central,2024-03-01,2024,199721.15881932792,344.81,3.9,19476886.0,123946.0,4.833424958384599
East North Central,2024-04-01,2024,201762.88579333015,347.63,3.9,19476886.0,123946.0,4.833424958384599
East North Central,2024-05-01,2024,203280.25050206977,351.28,3.9,19476886.0,123946.0,4.833424958384599
East North Central,2024-06-01,2024,204164.63087407037,353.33500000000004,4.1,19476886.0,123946.0,4.833424958384599
East North Central,2024-07-01,2024,204538.76914383407,356.35,4.2,19476886.0,123946.0,4.833424958384599
East North Central,2024-08-01,2024,204925.29378088535,355.72,4.2,19476886.0,123946.0,4.833424958384599
East North Central,2024-09-01,2024,205273.17372820585,356.435,4.1,19476886.0,123946.0,4.833424958384599
East North Central,2024-10-01,2024,205974.39819900677,358.405,4.1,19476886.0,123946.0,4.833424958384599
East North Central,2024-11-01,2024,206835.68704229905,357.88,4.2,19476886.0,123946.0,4.833424958384599
East North Central,2024-12-01,2024,208026.6344899903,357.895,4.1,19476886.0,123946.0,4.833424958384599
East South Central,2006-01-01,2006,113548.24649998311,187.315,4.7,6898613.0,111283.0,9.376638378097232
East South Central,2006-02-01,2006,114136.48407430788,187.45,4.8,6898613.0,111283.0,9.376638378097232
East South Central,2006-03-01,2006,114759.58378579588,188.935,4.7,6898613.0,111283.0,9.376638378097232
East South Central,2006-04-01,2006,115408.9058338312,190.18,4.7,6898613.0,111283.0,9.376638378097232
East South Central,2006-05-01,2006,116058.0240401018,191.7,4.6,6898613.0,111283.0,9.376638378097232
East South Central,2006-06-01,2006,116645.58785946936,192.54000000000002,4.6,6898613.0,111283.0,9.376638378097232
East South Central,2006-07-01,2006,117244.18055145608,193.01,4.7,6898613.0,111283.0,9.376638378097232
East South Central,2006-08-01,2006,118193.95340929204,193.6,4.7,6898613.0,111283.0,9.376638378097232
East South Central,2006-09-01,2006,118069.5505739734,193.75,4.5,6898613.0,111283.0,9.376638378097232
East South Central,2006-10-01,2006,118691.05152462873,194.075,4.4,6898613.0,111283.0,9.376638378097232
East South Central,2006-11-01,2006,119169.83960578791,194.865,4.5,6898613.0,111283.0,9.376638378097232
East South Central,2006-12-01,2006,119559.31881239518,196.19,4.4,6898613.0,111283.0,9.376638378097232
East South Central,2007-01-01,2007,119846.26364997962,195.33999999999997,4.6,6959884.0,94974.0,9.54936427741234
East South Central,2007-02-01,2007,120179.43477965966,197.26999999999998,4.5,6959884.0,94974.0,9.54936427741234
East South Central,2007-03-01,2007,120619.567474895,198.235,4.4,6959884.0,94974.0,9.54936427741234
East South Central,2007-04-01,2007,121091.91529400116,199.81,4.5,6959884.0,94974.0,9.54936427741234
East South Central,2007-05-01,2007,121476.16802260512,199.775,4.4,6959884.0,94974.0,9.54936427741234
East South Central,2007-06-01,2007,121727.80478585527,200.39499999999998,4.6,6959884.0,94974.0,9.54936427741234
East South Central,2007-07-01,2007,121881.88236262996,199.785,4.7,6959884.0,94974.0,9.54936427741234
East South Central,2007-08-01,2007,122096.08074737704,199.04500000000002,4.6,6959884.0,94974.0,9.54936427741234
East South Central,2007-09-01,2007,122280.35348165296,199.82999999999998,4.7,6959884.0,94974.0,9.54936427741234
East South Central,2007-10-01,2007,122495.93600953132,198.64,4.7,6959884.0,94974.0,9.54936427741234
East South Central,2007-11-01,2007,122590.89626758706,198.97,4.7,6959884.0,94974.0,9.54936427741234
East South Central,2007-12-01,2007,122605.98869687524,198.325,5.0,6959884.0,94974.0,9.54936427741234
East South Central,2008-01-01,2008,122527.90096127456,195.235,5.0,7031033.0,61775.0,9.423178974313227
East South Central,2008-02-01,2008,122447.77422511284,196.8,4.9,7031033.0,61775.0,9.423178974313227
East South Central,2008-03-01,2008,122372.72067863058,196.735,5.1,7031033.0,61775.0,9.423178974313227
East South Central,2008-04-01,2008,122214.73837912516,197.005,5.0,7031033.0,61775.0,9.423178974313227
East South Central,2008-05-01,2008,122058.80599164666,197.36,5.4,7031033.0,61775.0,9.423178974313227
East South Central,2008-06-01,2008,121925.51036322916,196.43,5.6,7031033.0,61775.0,9.423178974313227
East South Central,2008-07-01,2008,121842.04165789657,195.47500000000002,5.8,7031033.0,61775.0,9.423178974313227
East South Central,2008-08-01,2008,121693.38239455236,194.10500000000002,6.1,7031033.0,61775.0,9.423178974313227
East South Central,2008-09-01,2008,120746.28958844572,193.10000000000002,6.1,7031033.0,61775.0,9.423178974313227
East South Central,2008-10-01,2008,120560.54266256953,191.79000000000002,6.5,7031033.0,61775.0,9.423178974313227
East South Central,2008-11-01,2008,120371.56641407554,190.61,6.8,7031033.0,61775.0,9.423178974313227
East South Central,2008-12-01,2008,120545.88780801978,189.60500000000002,7.3,7031033.0,61775.0,9.423178974313227
East South Central,2009-01-01,2009,119956.7022332696,189.75,7.8,7084340.0,42664.0,10.406437468918686
East South Central,2009-02-01,2009,119724.87480589612,189.465,8.3,7084340.0,42664.0,10.406437468918686
East South Central,2009-03-01,2009,118805.51485287317,188.81,8.7,7084340.0,42664.0,10.406437468918686
East South Central,2009-04-01,2009,119489.8004821958,188.99,9.0,7084340.0,42664.0,10.406437468918686
East South Central,2009-05-01,2009,119136.55209573956,189.565,9.4,7084340.0,42664.0,10.406437468918686
East South Central,2009-06-01,2009,119920.67762428075,192.21499999999997,9.5,7084340.0,42664.0,10.406437468918686
East South Central,2009-07-01,2009,119304.94942971742,189.815,9.5,7084340.0,42664.0,10.406437468918686
East South Central,2009-08-01,2009,118881.1898162261,189.825,9.6,7084340.0,42664.0,10.406437468918686
East South Central,2009-09-01,2009,118487.90506480084,186.91,9.8,7084340.0,42664.0,10.406437468918686
East South Central,2009-10-01,2009,117918.71066478622,189.95,10.0,7084340.0,42664.0,10.406437468918686
East South Central,2009-11-01,2009,117716.31204994874,189.21499999999997,9.9,7084340.0,42664.0,10.406437468918686
East South Central,2009-12-01,2009,117342.72361727782,186.805,9.9,7084340.0,42664.0,10.406437468918686
East South Central,2010-01-01,2010,116895.09068335926,186.48,9.8,7020162.0,40981.0,9.813530125364675
East South Central,2010-02-01,2010,117010.62747676484,184.735,9.8,7020162.0,40981.0,9.813530125364675
East South Central,2010-03-01,2010,116696.02864034528,184.175,9.9,7020162.0,40981.0,9.813530125364675
East South Central,2010-04-01,2010,116548.91193394316,185.60000000000002,9.9,7020162.0,40981.0,9.813530125364675
East South Central,2010-05-01,2010,115920.87203325192,186.97,9.6,7020162.0,40981.0,9.813530125364675
East South Central,2010-06-01,2010,115785.48320907618,184.41000000000003,9.4,7020162.0,40981.0,9.813530125364675
East South Central,2010-07-01,2010,115764.24271069176,184.515,9.4,7020162.0,40981.0,9.813530125364675
East South Central,2010-08-01,2010,115610.6353277776,183.915,9.5,7020162.0,40981.0,9.813530125364675
