division,date,zhvi,hpi,unemployment_rate,total_population,median_income,bachelors_pct,total_households,construction_permits,rental_vacancy_rate
New England,2021-10-01,366414.1489930528,334.595,4.5,9271305.0,90971.98567040994,45.386889979350265,5912617.0,39637.0,4.187802791137254
New England,2021-11-01,367816.6948101696,336.995,4.1,9271305.0,90971.98567040994,45.386889979350265,5912617.0,39637.0,4.187802791137254
New England,2021-12-01,370333.72312655,343.51,3.9,9271305.0,90971.98567040994,45.386889979350265,5912617.0,39637.0,4.187802791137254
New England,2022-01-01,375382.2652207991,347.19,4.0,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-02-01,382362.463880491,351.52,3.9,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-03-01,391197.8628716788,356.99,3.7,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-04-01,399972.9913876602,366.245,3.7,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-05-01,407677.89928267954,370.94500000000005,3.6,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-06-01,414013.33538448886,370.34000000000003,3.6,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-07-01,417168.571780688,368.05499999999995,3.5,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-08-01,417284.50390409,366.91,3.6,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-09-01,415176.9677951697,363.315,3.5,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-10-01,413469.2329484956,365.13,3.6,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-11-01,412952.8783060751,365.815,3.6,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2022-12-01,413112.5539491026,363.505,3.5,8727515.0,97434.77529732118,46.25699599485077,5974167.0,38408.0,3.941886903457523
New England,2023-01-01,413167.7731387314,367.835,3.5,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-02-01,413520.108807521,370.18,3.6,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-03-01,414676.2568203477,377.36,3.5,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-04-01,417332.6187481048,384.505,3.4,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-05-01,421041.080471314,385.65,3.6,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-06-01,425462.49455363245,394.68,3.6,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-07-01,429814.21328945295,395.69,3.5,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-08-01,434078.8959558189,398.875,3.7,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-09-01,437845.9704352752,402.67,3.7,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-10-01,440815.9909597698,402.29999999999995,3.9,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-11-01,442846.39276746986,399.66499999999996,3.7,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2023-12-01,444106.9121156141,399.13,3.8,8741962.0,101763.15064169806,47.24791881959679,6028879.0,33849.0,3.8983380051863032
New England,2024-01-01,444772.13936002686,401.28499999999997,3.7,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-02-01,445904.5551208296,411.115,3.9,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-03-01,448504.2925588031,412.58500000000004,3.9,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-04-01,452337.444820062,417.65,3.9,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-05-01,455823.23237430456,420.28999999999996,3.9,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-06-01,457746.7057044105,422.20000000000005,4.1,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-07-01,458659.4677370597,424.41999999999996,4.2,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-08-01,459758.36052705033,423.79499999999996,4.2,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-09-01,461192.2971666122,428.475,4.1,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-10-01,462524.6497421036,429.145,4.1,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-11-01,462889.3316696784,429.165,4.2,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
New England,2024-12-01,463184.397432024,430.445,4.1,8919874.0,107740.81547026336,47.62690885543899,6087016.0,35674.0,3.831683944950754
Pacific,2010-01-01,238123.67923672963,184.38,9.8,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-02-01,238056.06941332156,186.01999999999998,9.8,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-03-01,238259.2991731,185.875,9.9,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-04-01,238538.6048525143,186.70999999999998,9.9,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-05-01,238661.8450671968,188.2,9.6,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-06-01,238393.8318794708,184.265,9.4,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-07-01,237641.96421570104,184.365,9.4,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-08-01,236729.34383401624,182.325,9.5,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-09-01,236554.0626334546,181.10000000000002,9.5,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-10-01,235287.16572353695,178.92000000000002,9.4,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-11-01,232816.3978207204,178.225,9.8,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2010-12-01,231437.1195461029,176.565,9.3,36981945.0,60009.09554481247,31.442452621137154,17160009.0,75621.0,5.237877487161773
Pacific,2011-01-01,230125.14685747787,173.245,9.1,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-02-01,228782.00544356983,172.725,9.0,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-03-01,227408.70628948184,171.555,9.0,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-04-01,225961.9349661731,171.095,9.1,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-05-01,224357.10625971947,170.385,9.0,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-06-01,222957.21146757551,170.115,9.1,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-07-01,221762.0529806851,171.26,9.0,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-08-01,220633.91617668912,169.89999999999998,9.0,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-09-01,219527.65959240825,170.345,9.0,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-10-01,218416.96910073768,169.38,8.8,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-11-01,217621.03807334465,169.375,8.6,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2011-12-01,217013.95018437385,168.395,8.5,37364551.0,59799.35939770827,31.53750104477369,17243727.0,77618.0,5.282618713117222
Pacific,2012-01-01,216588.81754195347,168.35,8.3,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-02-01,215292.1821329111,168.94,8.3,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-03-01,215354.04331395827,171.46,8.2,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-04-01,215587.34513948337,173.22,8.2,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-05-01,216089.91213542045,175.90499999999997,8.2,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-06-01,215938.714377226,178.235,8.2,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-07-01,216668.0670050284,177.625,8.2,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-08-01,217513.3451972203,181.82,8.1,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-09-01,219628.62210880543,181.225,7.8,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-10-01,221152.58679344237,184.495,7.8,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-11-01,222878.2741607288,186.07,7.7,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2012-12-01,224735.96294132428,187.735,7.9,37767025.0,60865.94241542721,32.26088430846751,17299488.0,101262.0,5.210659455006941
Pacific,2013-01-01,226602.4305488137,190.35000000000002,8.0,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-02-01,228389.28669276112,192.08499999999998,7.7,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-03-01,230151.2500580615,196.555,7.5,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-04-01,232282.0145172533,200.29,7.6,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-05-01,235074.7154549892,204.14,7.5,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-06-01,238255.28538519656,207.255,7.5,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-07-01,241084.8645713611,210.625,7.3,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-08-01,243627.1266817438,211.325,7.2,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-09-01,246003.77228802285,212.99,7.2,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-10-01,248503.8269465537,213.665,7.2,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-11-01,250620.5902554078,213.60500000000002,6.9,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2013-12-01,252445.19668619664,214.01999999999998,6.7,38109195.0,62776.88209367844,32.53474757994757,17389712.0,133508.0,5.104475963429113
Pacific,2014-01-01,254001.2227960536,215.075,6.6,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-02-01,255528.32796697816,217.41500000000002,6.7,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-03-01,257154.2243154869,219.22,6.7,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-04-01,258953.3467788705,221.24,6.2,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-05-01,260975.9798055441,222.775,6.3,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-06-01,262573.0064875304,224.67000000000002,6.1,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-07-01,263737.1799345055,226.22,6.2,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-08-01,264565.04225950903,227.47,6.1,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-09-01,265683.873056124,226.70499999999998,5.9,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-10-01,266956.98425509426,227.855,5.7,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-11-01,268535.5790727088,228.81,5.8,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2014-12-01,270237.8186892113,230.05,5.6,39115085.0,65302.61524892506,33.09603433048912,17487641.0,138664.0,4.791960525610039
Pacific,2015-01-01,271915.6610560232,231.255,5.7,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-02-01,273547.31503829645,232.57999999999998,5.5,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-03-01,275461.53555742034,235.09,5.4,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-04-01,277079.1964339441,237.615,5.4,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-05-01,278882.77952878224,239.52,5.6,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-06-01,280674.9370250959,241.115,5.3,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-07-01,282372.45873491385,243.16500000000002,5.2,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-08-01,284113.0433698715,243.435,5.1,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-09-01,286195.761977854,244.04500000000002,5.0,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-10-01,288682.7011922601,245.685,5.0,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-11-01,291061.1085465833,248.01,5.1,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2015-12-01,293336.7601142301,248.67000000000002,5.0,39514165.0,68356.11233323543,33.817519325031924,17621684.0,162792.0,4.349467100587103
Pacific,2016-01-01,295740.16811840766,247.975,4.8,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-02-01,297991.30979435873,251.54500000000002,4.9,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-03-01,299940.98804790643,254.485,5.0,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-04-01,301485.3307587384,257.02,5.1,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-05-01,302805.453352225,258.315,4.8,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-06-01,304270.9053744853,259.685,4.9,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-07-01,305407.4076358883,261.4,4.8,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-08-01,306478.74853649567,261.93,4.9,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-09-01,307508.9144112465,264.185,5.0,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-10-01,309029.5563658723,264.735,4.9,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-11-01,310898.4851576718,266.405,4.7,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2016-12-01,313164.0082265721,267.475,4.7,39675242.0,71992.90860292673,34.6063022627562,17752003.0,170885.0,4.035311216604396
Pacific,2017-01-01,315559.89297116,268.3,4.7,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-02-01,318041.5615064407,270.265,4.6,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-03-01,320492.9832331475,274.12,4.4,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-04-01,322938.413338427,276.885,4.4,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-05-01,325050.65716664155,279.995,4.4,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-06-01,327159.577313883,281.54499999999996,4.3,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-07-01,328930.90770324226,282.625,4.3,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-08-01,330773.67207080446,285.0,4.4,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-09-01,332684.2653464531,287.315,4.3,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-10-01,335016.75161252747,286.085,4.2,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-11-01,337417.36461175897,289.04499999999996,4.2,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2017-12-01,339975.9966122848,289.465,4.1,40499929.0,75935.41921705591,35.237758599527425,17923494.0,186201.0,3.844587421884628
Pacific,2018-01-01,342632.85078192776,291.515,4.0,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-02-01,345484.75790074334,295.71500000000003,4.1,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-03-01,348448.18980249634,296.825,4.0,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-04-01,351243.6827817172,298.46000000000004,4.0,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-05-01,354011.9452217973,299.695,3.8,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-06-01,356192.22513890505,301.56,4.0,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-07-01,358217.5051854441,302.235,3.8,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-08-01,359942.8058277921,304.15999999999997,3.8,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-09-01,361519.8064235938,303.53,3.7,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-10-01,362797.7173788091,303.2,3.8,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-11-01,363739.69221103407,303.915,3.8,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2018-12-01,364587.90843604016,303.825,3.9,40593771.0,79826.16265549707,35.8360264312473,18067937.0,187716.0,3.7635663140308058
Pacific,2019-01-01,365384.9056954988,304.67,4.0,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-02-01,367069.9284988216,305.90999999999997,3.8,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-03-01,368270.8585411179,309.09000000000003,3.8,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-04-01,368879.1061551297,311.385,3.7,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-05-01,370086.3404870681,313.22,3.6,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-06-01,371135.3211261952,314.06,3.6,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-07-01,372152.47281252814,315.905,3.7,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-08-01,373350.1625792497,316.105,3.6,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-09-01,374521.5464053064,316.795,3.5,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-10-01,375987.30155062187,317.96000000000004,3.6,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-11-01,377806.824269698,319.905,3.6,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2019-12-01,379814.9174648897,320.93,3.6,40600753.0,84993.73776932167,36.68059790910774,18217414.0,186431.0,3.824260327718676
Pacific,2020-01-01,381917.071884698,323.005,3.6,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-02-01,384018.9120907921,326.015,3.5,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-03-01,386387.43681871146,328.86,4.4,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-04-01,388547.0087434639,330.2,14.8,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-05-01,389523.7297550852,327.505,13.2,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-06-01,389692.4853148329,332.33,11.0,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-07-01,390305.9135406079,337.315,10.2,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-08-01,392963.6692930427,341.95500000000004,8.4,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-09-01,397935.9570785604,348.22,7.8,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-10-01,404097.8895465976,353.24,6.9,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-11-01,411025.87130806496,358.36,6.7,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2020-12-01,417765.91365896055,361.22,6.7,40600753.0,84993.73776932167,36.68059790910774,18374620.0,173205.0,3.889639012067738
Pacific,2021-01-01,424084.90433610656,365.315,6.4,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-02-01,430452.3358617128,373.02,6.2,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-03-01,437120.5228898063,380.07000000000005,6.1,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-04-01,444713.6429101985,388.0,6.1,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-05-01,452974.61483644106,397.325,5.8,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-06-01,461299.7987408325,403.095,5.9,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-07-01,468669.5525422362,409.025,5.4,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-08-01,473646.7965785668,413.06,5.1,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-09-01,476947.74476517073,415.81,4.7,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-10-01,479858.9928416835,421.225,4.5,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-11-01,483650.73218998633,424.85,4.1,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2021-12-01,488078.5367770423,430.945,3.9,40847423.0,90268.32253312529,37.93948683127452,18546492.0,203304.0,4.059003172977445
Pacific,2022-01-01,494668.5570466468,437.895,4.0,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-02-01,503227.2762196419,444.15,3.9,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-03-01,513846.4231062788,451.0,3.7,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-04-01,523606.4627319419,456.395,3.7,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-05-01,531319.0147471951,456.365,3.6,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-06-01,535781.5772562091,453.555,3.6,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-07-01,536006.1642236116,446.63,3.5,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-08-01,532458.1751297396,442.245,3.6,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-09-01,515024.7973617975,442.495,3.5,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-10-01,522117.2374058989,440.37,3.6,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-11-01,518521.4152695997,432.95500000000004,3.6,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2022-12-01,515446.9224494715,431.275,3.5,40194804.0,96667.22575420445,38.66369053074621,18724176.0,195012.0,4.138857966873165
Pacific,2023-01-01,511767.2398750432,431.8,3.5,40139940.0,100496.83291828538,39.483534245442314,18913809.0,171282.0,4.257817710338871
Pacific,2023-02-01,508732.4238181583,433.65,3.6,40139940.0,100496.83291828538,39.483534245442314,18913809.0,171282.0,4.257817710338871
Pacific,2023-03-01,507193.2325768645,437.51,3.5,40139940.0,100496.83291828538,39.483534245442314,18913809.0,171282.0,4.257817710338871
Pacific,2023-04-01,507817.58991873,440.505,3.4,40139940.0,100496.83291828538,39.483534245442314,18913809.0,171282.0,4.257817710338871
Pacific,2023-05-01,509798.7940501666,449.265,3.6,40139940.0,100496.83291828538,39.483534245442314,18913809.0,171282.0,4.257817710338871
