division,date,zhvi,hpi,unemployment_rate
Mountain,2011-10-01,188368.7224175831,198.39,8.8
Mountain,2011-10-01,188368.7224175831,197.34,8.8
Mountain,2011-11-01,188803.54763525527,198.38,8.6
Mountain,2011-11-01,188803.54763525527,198.57,8.6
Mountain,2011-12-01,188817.12963434376,199.56,8.5
Mountain,2011-12-01,188817.12963434376,201.26,8.5
Mountain,2012-01-01,186580.67856711315,197.53,8.3
Mountain,2012-01-01,186580.67856711315,199.17,8.3
Mountain,2012-02-01,186817.52248332056,200.17,8.3
Mountain,2012-02-01,186817.52248332056,201.7,8.3
Mountain,2012-03-01,187255.06411518337,203.73,8.2
Mountain,2012-03-01,187255.06411518337,205.42,8.2
Mountain,2012-04-01,187869.6349160051,208.16,8.2
Mountain,2012-04-01,187869.6349160051,207.32,8.2
Mountain,2012-05-01,188729.9191219256,213.14,8.2
Mountain,2012-05-01,188729.9191219256,210.24,8.2
Mountain,2012-06-01,189749.96563070486,218.26,8.2
Mountain,2012-06-01,189749.96563070486,213.89,8.2
