division,date,zhvi,hpi,unemployment_rate,total_population,median_income,bachelors_pct
Pacific,2016-07-01,305407.4076358883,259.39,4.8,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-08-01,306478.74853649567,263.26,4.9,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-08-01,306478.74853649567,260.6,4.9,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-09-01,307508.9144112465,264.87,5.0,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-09-01,307508.9144112465,263.5,5.0,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-10-01,309029.5563658723,264.87,4.9,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-10-01,309029.5563658723,264.6,4.9,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-11-01,310898.4851576718,266.1,4.7,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-11-01,310898.4851576718,266.71,4.7,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-12-01,313164.0082265721,266.47,4.7,39675242.0,71992.90860292673,34.6063022627562
Pacific,2016-12-01,313164.0082265721,268.48,4.7,39675242.0,71992.90860292673,34.6063022627562
Pacific,2017-01-01,315559.89297116,266.87,4.7,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-01-01,315559.89297116,269.73,4.7,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-02-01,318041.5615064407,269.68,4.6,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-02-01,318041.5615064407,270.85,4.6,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-03-01,320492.9832331475,274.67,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-03-01,320492.9832331475,273.57,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-04-01,322938.413338427,278.3,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-04-01,322938.413338427,275.47,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-05-01,325050.65716664155,282.01,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-05-01,325050.65716664155,277.98,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-06-01,327159.577313883,283.52,4.3,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-06-01,327159.577313883,279.57,4.3,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-07-01,328930.90770324226,284.54,4.3,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-07-01,328930.90770324226,280.71,4.3,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-08-01,330773.67207080446,286.31,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-08-01,330773.67207080446,283.69,4.4,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-09-01,332684.2653464531,288.01,4.3,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-09-01,332684.2653464531,286.62,4.3,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-10-01,335016.75161252747,286.21,4.2,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-10-01,335016.75161252747,285.96,4.2,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-11-01,337417.36461175897,288.7,4.2,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-11-01,337417.36461175897,289.39,4.2,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-12-01,339975.9966122848,288.34,4.1,40499929.0,75935.41921705591,35.237758599527425
Pacific,2017-12-01,339975.9966122848,290.59,4.1,40499929.0,75935.41921705591,35.237758599527425
Pacific,2018-01-01,342632.85078192776,290.08,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-01-01,342632.85078192776,292.95,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-02-01,345484.75790074334,295.3,4.1,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-02-01,345484.75790074334,296.13,4.1,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-03-01,348448.18980249634,297.57,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-03-01,348448.18980249634,296.08,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-04-01,351243.6827817172,300.12,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-04-01,351243.6827817172,296.8,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-05-01,354011.9452217973,301.93,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-05-01,354011.9452217973,297.46,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-06-01,356192.22513890505,303.58,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-06-01,356192.22513890505,299.54,4.0,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-07-01,358217.5051854441,304.06,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-07-01,358217.5051854441,300.41,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-08-01,359942.8058277921,305.48,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-08-01,359942.8058277921,302.84,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-09-01,361519.8064235938,304.23,3.7,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-09-01,361519.8064235938,302.83,3.7,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-10-01,362797.7173788091,303.32,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-10-01,362797.7173788091,303.08,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-11-01,363739.69221103407,303.47,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-11-01,363739.69221103407,304.36,3.8,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-12-01,364587.90843604016,302.51,3.9,40593771.0,79826.16265549707,35.8360264312473
Pacific,2018-12-01,364587.90843604016,305.14,3.9,40593771.0,79826.16265549707,35.8360264312473
Pacific,2019-01-01,365384.9056954988,303.23,4.0,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-01-01,365384.9056954988,306.11,4.0,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-02-01,367069.9284988216,305.65,3.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-02-01,367069.9284988216,306.17,3.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-03-01,368270.8585411179,309.99,3.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-03-01,368270.8585411179,308.19,3.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-04-01,368879.1061551297,313.28,3.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-04-01,368879.1061551297,309.49,3.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-05-01,370086.3404870681,315.66,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-05-01,370086.3404870681,310.78,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-06-01,371135.3211261952,316.16,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-06-01,371135.3211261952,311.96,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-07-01,372152.47281252814,317.6,3.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-07-01,372152.47281252814,314.21,3.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-08-01,373350.1625792497,317.41,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-08-01,373350.1625792497,314.8,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-09-01,374521.5464053064,317.47,3.5,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-09-01,374521.5464053064,316.12,3.5,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-10-01,375987.30155062187,318.1,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-10-01,375987.30155062187,317.82,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-11-01,377806.824269698,319.29,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-11-01,377806.824269698,320.52,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-12-01,379814.9174648897,319.35,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2019-12-01,379814.9174648897,322.51,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-01-01,381917.071884698,321.45,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-01-01,381917.071884698,324.56,3.6,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-02-01,384018.9120907921,325.78,3.5,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-02-01,384018.9120907921,326.25,3.5,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-03-01,386387.43681871146,329.93,4.4,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-03-01,386387.43681871146,327.79,4.4,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-04-01,388547.0087434639,332.39,14.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-04-01,388547.0087434639,328.01,14.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-05-01,389523.7297550852,330.23,13.2,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-05-01,389523.7297550852,324.78,13.2,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-06-01,389692.4853148329,334.7,11.0,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-06-01,389692.4853148329,329.96,11.0,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-07-01,390305.9135406079,339.0,10.2,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-07-01,390305.9135406079,335.63,10.2,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-08-01,392963.6692930427,343.37,8.4,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-08-01,392963.6692930427,340.54,8.4,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-09-01,397935.9570785604,348.85,7.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-09-01,397935.9570785604,347.59,7.8,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-10-01,404097.8895465976,353.32,6.9,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-10-01,404097.8895465976,353.16,6.9,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-11-01,411025.87130806496,357.46,6.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-11-01,411025.87130806496,359.26,6.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-12-01,417765.91365896055,359.18,6.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2020-12-01,417765.91365896055,363.26,6.7,40600753.0,84993.73776932167,36.68059790910774
Pacific,2021-01-01,424084.90433610656,363.46,6.4,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-01-01,424084.90433610656,367.17,6.4,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-02-01,430452.3358617128,372.73,6.2,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-02-01,430452.3358617128,373.31,6.2,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-03-01,437120.5228898063,381.42,6.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-03-01,437120.5228898063,378.72,6.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-04-01,444713.6429101985,390.86,6.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-04-01,444713.6429101985,385.14,6.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-05-01,452974.61483644106,400.78,5.8,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-05-01,452974.61483644106,393.87,5.8,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-06-01,461299.7987408325,406.2,5.9,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-06-01,461299.7987408325,399.99,5.9,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-07-01,468669.5525422362,410.99,5.4,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-07-01,468669.5525422362,407.06,5.4,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-08-01,473646.7965785668,414.79,5.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-08-01,473646.7965785668,411.33,5.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-09-01,476947.74476517073,416.46,4.7,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-09-01,476947.74476517073,415.16,4.7,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-10-01,479858.9928416835,421.23,4.5,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-10-01,479858.9928416835,421.22,4.5,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-11-01,483650.73218998633,423.61,4.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-11-01,483650.73218998633,426.09,4.1,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-12-01,488078.5367770423,428.3,3.9,40847423.0,90268.32253312528,37.93948683127452
Pacific,2021-12-01,488078.5367770423,433.59,3.9,40847423.0,90268.32253312528,37.93948683127452
Pacific,2022-01-01,494668.5570466468,435.55,4.0,40194804.0,96667.22575420444,38.66369053074621
Pacific,2022-01-01,494668.5570466468,440.24,4.0,40194804.0,96667.22575420444,38.66369053074621
Pacific,2022-02-01,503227.2762196419,443.76,3.9,40194804.0,96667.22575420444,38.66369053074621
