division,date,zhvi,hpi,unemployment_rate,total_population,median_income,bachelors_pct
Middle Atlantic,2015-10-01,144948.68175295956,205.93,5.0,25495084.0,66225.27764976182,37.21235765294988
Middle Atlantic,2015-10-01,144948.68175295956,204.17,5.0,25495084.0,66225.27764976182,37.21235765294988
Middle Atlantic,2015-11-01,145137.0573615689,204.42,5.1,25495084.0,66225.27764976182,37.21235765294988
Middle Atlantic,2015-11-01,145137.0573615689,203.48,5.1,25495084.0,66225.27764976182,37.21235765294988
Middle Atlantic,2015-12-01,145321.91401234537,204.16,5.0,25495084.0,66225.27764976182,37.21235765294988
Middle Atlantic,2015-12-01,145321.91401234537,204.44,5.0,25495084.0,66225.27764976182,37.21235765294988
Middle Atlantic,2016-01-01,145567.70062878664,202.8,4.8,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-01-01,145567.70062878664,203.78,4.8,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-02-01,144877.9899849746,203.5,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-02-01,144877.9899849746,205.69,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-03-01,144742.70263391852,205.07,5.0,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-03-01,144742.70263391852,205.92,5.0,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-04-01,144594.88031758132,206.63,5.1,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-04-01,144594.88031758132,206.18,5.1,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-05-01,144686.7609357628,210.99,4.8,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-05-01,144686.7609357628,207.88,4.8,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-06-01,145140.23595417014,214.14,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-06-01,145140.23595417014,209.17,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-07-01,145494.1968612841,214.36,4.8,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-07-01,145494.1968612841,209.32,4.8,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-08-01,145802.01457300415,214.22,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-08-01,145802.01457300415,209.81,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-09-01,146095.908603723,213.47,5.0,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-09-01,146095.908603723,210.72,5.0,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-10-01,146510.12793803975,213.84,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-10-01,146510.12793803975,212.09,4.9,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-11-01,146899.1687368287,213.51,4.7,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-11-01,146899.1687368287,212.58,4.7,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-12-01,147409.80792400576,212.31,4.7,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2016-12-01,147409.80792400576,212.7,4.7,25461820.0,68627.47207945072,37.9073410345372
Middle Atlantic,2017-01-01,147867.63491874622,211.86,4.7,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-01-01,147867.63491874622,212.76,4.7,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-02-01,148238.86623550515,212.23,4.6,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-02-01,148238.86623550515,214.27,4.6,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-03-01,148427.9348549913,213.38,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-03-01,148427.9348549913,213.92,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-04-01,148677.48180681342,216.73,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-04-01,148677.48180681342,216.08,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-05-01,148998.44818139076,219.47,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-05-01,148998.44818139076,216.22,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-06-01,149352.52945979004,222.46,4.3,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-06-01,149352.52945979004,217.57,4.3,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-07-01,149810.32687012214,223.63,4.3,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-07-01,149810.32687012214,218.58,4.3,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-08-01,150308.29001759712,224.5,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-08-01,150308.29001759712,220.16,4.4,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-09-01,150864.85003523037,224.28,4.3,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-09-01,150864.85003523037,221.38,4.3,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-10-01,151427.6848592954,223.67,4.2,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-10-01,151427.6848592954,221.94,4.2,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-11-01,152029.8182297866,222.55,4.2,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-11-01,152029.8182297866,221.51,4.2,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-12-01,152589.29092716277,222.44,4.1,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2017-12-01,152589.29092716277,222.85,4.1,25646984.0,71335.8718301536,38.65228445184822
Middle Atlantic,2018-01-01,153088.51839492223,223.83,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-01-01,153088.51839492223,224.71,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-02-01,153417.23530177368,223.24,4.1,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-02-01,153417.23530177368,225.04,4.1,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-03-01,154002.29109435424,228.02,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-03-01,154002.29109435424,228.29,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-04-01,154582.9175232542,228.14,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-04-01,154582.9175232542,227.07,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-05-01,155201.31920646783,231.12,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-05-01,155201.31920646783,227.58,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-06-01,155604.16789637157,233.36,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-06-01,155604.16789637157,228.5,4.0,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-07-01,156159.70194280447,234.65,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-07-01,156159.70194280447,229.54,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-08-01,156736.90948497213,233.62,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-08-01,156736.90948497213,229.41,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-09-01,157260.93353225585,233.41,3.7,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-09-01,157260.93353225585,230.47,3.7,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-10-01,157386.57854917846,231.89,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-10-01,157386.57854917846,230.09,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-11-01,157504.39648658206,233.42,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-11-01,157504.39648658206,232.29,3.8,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-12-01,157590.1562941326,232.7,3.9,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2018-12-01,157590.1562941326,233.28,3.9,25315218.0,75012.1662051656,39.89866944460048
Middle Atlantic,2019-01-01,157899.4472338321,233.5,4.0,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-01-01,157899.4472338321,234.35,4.0,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-02-01,158473.77416711563,232.84,3.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-02-01,158473.77416711563,234.46,3.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-03-01,159280.401612598,234.34,3.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-03-01,159280.401612598,234.26,3.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-04-01,160080.67252719193,237.39,3.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-04-01,160080.67252719193,235.86,3.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-05-01,160635.8945153266,240.65,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-05-01,160635.8945153266,236.71,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-06-01,161178.3914485918,242.29,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-06-01,161178.3914485918,237.42,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-07-01,161747.90822276726,243.19,3.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-07-01,161747.90822276726,238.01,3.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-08-01,162371.75982394535,243.65,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-08-01,162371.75982394535,239.62,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-09-01,162913.16479789876,242.84,3.5,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-09-01,162913.16479789876,239.9,3.5,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-10-01,163639.04845999248,243.57,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-10-01,163639.04845999248,241.7,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-11-01,164544.93613574913,244.24,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-11-01,164544.93613574913,243.06,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-12-01,165493.44755165424,245.07,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2019-12-01,165493.44755165424,245.87,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-01-01,166180.80713395285,245.23,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-01-01,166180.80713395285,246.26,3.6,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-02-01,166851.2729607909,247.12,3.5,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-02-01,166851.2729607909,248.67,3.5,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-03-01,167572.20467084675,248.78,4.4,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-03-01,167572.20467084675,248.49,4.4,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-04-01,168616.879617438,251.01,14.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-04-01,168616.879617438,248.91,14.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-05-01,169351.88442448777,252.39,13.2,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-05-01,169351.88442448777,247.89,13.2,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-06-01,169782.0464888055,253.93,11.0,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-06-01,169782.0464888055,248.87,11.0,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-07-01,170188.27077145848,257.98,10.2,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-07-01,170188.27077145848,252.48,10.2,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-08-01,171224.26957967592,262.5,8.4,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-08-01,171224.26957967592,258.44,8.4,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-09-01,173396.5513008725,266.41,7.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-09-01,173396.5513008725,263.46,7.8,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-10-01,176120.8496360762,269.21,6.9,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-10-01,176120.8496360762,267.17,6.9,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-11-01,179219.09979165046,271.79,6.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-11-01,179219.09979165046,270.65,6.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-12-01,181928.47670804503,273.21,6.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2020-12-01,181928.47670804503,274.5,6.7,25238180.0,79413.0679767717,40.358735003871125
Middle Atlantic,2021-01-01,184274.9739136786,276.17,6.4,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-01-01,184274.9739136786,277.69,6.4,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-02-01,186547.3943203109,277.2,6.2,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-02-01,186547.3943203109,278.84,6.2,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-03-01,188901.085146282,282.89,6.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-03-01,188901.085146282,282.24,6.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-04-01,191341.26857321963,290.32,6.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-04-01,191341.26857321963,287.41,6.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-05-01,193944.1844555352,295.95,5.8,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-05-01,193944.1844555352,290.16,5.8,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-06-01,196846.7342422228,299.28,5.9,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-06-01,196846.7342422228,293.24,5.9,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-07-01,199212.7946614136,303.27,5.4,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-07-01,199212.7946614136,296.74,5.4,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-08-01,200469.54493389683,302.96,5.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-08-01,200469.54493389683,298.62,5.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-09-01,200025.30556626729,304.34,4.7,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-09-01,200025.30556626729,301.15,4.7,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-10-01,200673.1594489079,307.38,4.5,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-10-01,200673.1594489079,305.07,4.5,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-11-01,201430.2341085636,308.79,4.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-11-01,201430.2341085636,307.78,4.1,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-12-01,202604.58954688287,309.09,3.9,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2021-12-01,202604.58954688287,310.97,3.9,26373516.0,83059.6762549218,42.77512043521236
Middle Atlantic,2022-01-01,204710.31464674888,313.49,4.0,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-01-01,204710.31464674888,315.69,4.0,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-02-01,207437.1803954307,317.66,3.9,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-02-01,207437.1803954307,319.45,3.9,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-03-01,210834.6500160696,324.46,3.7,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-03-01,210834.6500160696,323.49,3.7,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-04-01,213975.1167953529,329.46,3.7,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-04-01,213975.1167953529,325.48,3.7,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-05-01,216642.3791088819,335.92,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-05-01,216642.3791088819,328.79,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-06-01,219114.1741399136,338.54,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-06-01,219114.1741399136,331.42,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-07-01,220539.97236929875,337.74,3.5,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-07-01,220539.97236929875,330.41,3.5,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-08-01,220835.28374210343,333.15,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-08-01,220835.28374210343,328.53,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-09-01,220160.38648392903,333.45,3.5,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-09-01,220160.38648392903,330.06,3.5,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-10-01,219764.32001593537,331.53,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-10-01,219764.32001593537,329.08,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-11-01,219726.76084767995,332.68,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-11-01,219726.76084767995,331.93,3.6,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-12-01,219858.0372796929,330.35,3.5,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2022-12-01,219858.0372796929,332.8,3.5,26221511.0,89237.281301867,43.05711026721534
Middle Atlantic,2023-01-01,219940.6089349314,330.58,3.5,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-01-01,219940.6089349314,333.3,3.5,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-02-01,220113.30149326724,333.97,3.6,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-02-01,220113.30149326724,335.82,3.6,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-03-01,220696.74165766867,339.53,3.5,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-03-01,220696.74165766867,338.12,3.5,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-04-01,221665.13832121657,346.94,3.4,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-04-01,221665.13832121657,342.3,3.4,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-05-01,223121.4991155961,352.09,3.6,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-05-01,223121.4991155961,344.16,3.6,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-06-01,224876.62940204964,356.23,3.6,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-06-01,224876.62940204964,348.45,3.6,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-07-01,226492.0829823695,360.05,3.5,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-07-01,226492.0829823695,352.25,3.5,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-08-01,227841.86786120688,362.11,3.7,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-08-01,227841.86786120688,357.29,3.7,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-09-01,228761.91153078145,361.06,3.7,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-09-01,228761.91153078145,357.39,3.7,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-10-01,229433.0469440482,362.44,3.9,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-10-01,229433.0469440482,359.9,3.9,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-11-01,229986.07626138467,362.94,3.7,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-11-01,229986.07626138467,362.36,3.7,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-12-01,230399.8331620225,360.75,3.8,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2023-12-01,230399.8331620225,363.65,3.8,26140549.0,92384.72602273962,43.66991171838052
Middle Atlantic,2024-01-01,230712.0272489504,359.99,3.7,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-01-01,230712.0272489504,363.21,3.7,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-02-01,231299.0789239416,367.64,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-02-01,231299.0789239416,369.64,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-03-01,232478.2965292927,374.59,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-03-01,232478.2965292927,372.75,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-04-01,234162.3452675308,379.06,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-04-01,234162.3452675308,373.6,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-05-01,235829.96704078533,384.28,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-05-01,235829.96704078533,375.37,3.9,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-06-01,237143.7548267336,383.86,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-06-01,237143.7548267336,375.26,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-07-01,237995.0919927789,385.49,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-07-01,237995.0919927789,377.27,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-08-01,238825.19050658456,384.06,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-08-01,238825.19050658456,378.96,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-09-01,239554.7673564416,387.18,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-09-01,239554.7673564416,383.3,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-10-01,240466.3534711626,388.23,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-10-01,240466.3534711626,385.65,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-11-01,241182.2070079572,388.13,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-11-01,241182.2070079572,387.58,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-12-01,242063.70617567125,387.76,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2024-12-01,242063.70617567125,390.92,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-01-01,242703.13872503288,391.46,4.0,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-01-01,242703.13872503288,395.08,4.0,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-02-01,243322.9685637044,392.71,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-02-01,243322.9685637044,394.74,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-03-01,243554.6930647056,399.42,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-03-01,243554.6930647056,397.17,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-04-01,243792.0406937405,406.91,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-04-01,243792.0406937405,400.9,4.2,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-05-01,244104.15938236835,407.05,4.3,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-05-01,244104.15938236835,397.56,4.3,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-06-01,244521.9124136941,410.73,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-06-01,244521.9124136941,401.47,4.1,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-07-01,245334.9427302256,406.44,4.3,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-07-01,245334.9427302256,397.98,4.3,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-08-01,246081.7084805994,409.01,4.3,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-08-01,246081.7084805994,403.64,4.3,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-09-01,246877.0321938932,408.25,4.4,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-09-01,246877.0321938932,404.16,4.4,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-10-01,247364.78001367504,408.08,,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-10-01,247364.78001367504,405.43,,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-11-01,247989.92441746805,405.76,4.5,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-11-01,247989.92441746805,405.19,4.5,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-12-01,248828.71302430617,406.27,4.4,26639653.0,96549.24037118652,44.42267281034029
Middle Atlantic,2025-12-01,248828.71302430617,409.57,4.4,26639653.0,96549.24037118652,44.42267281034029
Mountain,2010-01-01,209138.364591823,219.41,9.8,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-01-01,209138.364591823,221.27,9.8,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-02-01,208452.2127948375,217.69,9.8,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-02-01,208452.2127948375,218.94,9.8,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-03-01,207865.77511429955,216.54,9.9,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-03-01,207865.77511429955,218.24,9.9,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-04-01,207281.0120524741,219.56,9.9,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-04-01,207281.0120524741,218.85,9.9,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-05-01,206703.84160324,218.73,9.6,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-05-01,206703.84160324,216.06,9.6,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-06-01,205870.1154789064,216.32,9.4,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-06-01,205870.1154789064,212.62,9.4,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-07-01,205650.11290772937,215.52,9.4,11324280.0,51423.37914578234,29.9001305071934
Mountain,2010-07-01,205650.11290772937,211.76,9.4,11324280.0,51423.37914578234,29.9001305071934
